scholarship_id,scholarship_name,provider,category,education_level,min_marks_required,income_limit,scholarship_amount,state,deadline,application_mode
225,Bharti Scholars Program 225,Bharti Foundation,Category-Based,Postgraduate,74,800000,200000,Madhya Pradesh,2026-10-16,Online
226,Bharti Scholars Program 226,Bharti Foundation,Need-Based,PhD,71,200000,50000,Madhya Pradesh,2026-05-03,Online/Offline
227,Bharti Scholars Program 227,Bharti Foundation,Merit + Need,School,63,300000,75000,Uttar Pradesh,2026-12-15,Online
228,HDFC Scholars Program 228,HDFC Bank,Category-Based,School,81,500000,200000,Maharashtra,2026-08-18,Online
229,Bharti Scholars Program 229,Bharti Foundation,Merit,Postgraduate,66,200000,150000,Karnataka,2026-12-05,Online
230,Sitaram Scholars Program 230,Sitaram Jindal Foundation,Merit + Need,PhD,54,200000,25000,Uttar Pradesh,2026-08-20,Online
231,Ministry Scholars Program 231,Ministry of Education,Need-Based,Undergraduate,61,300000,150000,Tamil Nadu,2026-05-04,Online
232,Tata Scholars Program 232,Tata Capital,Category-Based,Postgraduate,63,300000,150000,Karnataka,2026-11-16,Online/Offline
233,Tata Scholars Program 233,Tata Capital,Category-Based,Postgraduate,56,300000,200000,Karnataka,2026-11-08,Online
234,Ministry Scholars Program 234,Ministry of Education,Merit + Need,Postgraduate,68,200000,150000,Uttar Pradesh,2026-11-23,Online
235,HDFC Scholars Program 235,HDFC Bank,Need-Based,School,72,250000,25000,Rajasthan,2026-09-01,Online
236,Tata Scholars Program 236,Tata Capital,Merit + Need,Undergraduate,83,300000,150000,Madhya Pradesh,2026-06-11,Online
237,Infosys Scholars Program 237,Infosys Foundation,Need-Based,School,77,800000,25000,Gujarat,2026-06-21,Online/Offline
238,Reliance Scholars Program 238,Reliance Foundation,Merit + Need,PhD,63,300000,200000,Maharashtra,2026-05-19,Online
239,Infosys Scholars Program 239,Infosys Foundation,Merit,School,57,300000,75000,Tamil Nadu,2026-06-15,Online
240,Bharti Scholars Program 240,Bharti Foundation,Category-Based,Postgraduate,58,300000,100000,Tamil Nadu,2026-12-01,Online/Offline
241,Aditya Scholars Program 241,Aditya Birla Group,Merit,PhD,75,200000,100000,Madhya Pradesh,2026-09-25,Online/Offline
242,Aditya Scholars Program 242,Aditya Birla Group,Merit + Need,School,77,800000,100000,Gujarat,2026-07-22,Online
243,Sitaram Scholars Program 243,Sitaram Jindal Foundation,Merit + Need,Postgraduate,68,500000,150000,Uttar Pradesh,2026-05-30,Online/Offline
244,Aditya Scholars Program 244,Aditya Birla Group,Need-Based,Undergraduate,64,300000,200000,Karnataka,2026-10-15,Online
245,Ministry Scholars Program 245,Ministry of Education,Merit + Need,School,53,300000,75000,Rajasthan,2026-10-18,Online/Offline
246,LIC Scholars Program 246,LIC India,Category-Based,Postgraduate,87,800000,50000,Delhi,2026-11-15,Online
247,Sitaram Scholars Program 247,Sitaram Jindal Foundation,Merit + Need,PhD,55,250000,200000,Karnataka,2026-05-07,Online
248,LIC Scholars Program 248,LIC India,Need-Based,Undergraduate,51,200000,75000,Gujarat,2026-12-17,Online/Offline
249,HDFC Scholars Program 249,HDFC Bank,Category-Based,PhD,83,800000,100000,Delhi,2026-08-07,Online
250,HDFC Scholars Program 250,HDFC Bank,Merit,Undergraduate,83,250000,25000,Karnataka,2026-11-18,Online/Offline
251,HDFC Scholars Program 251,HDFC Bank,Merit + Need,Postgraduate,90,300000,75000,Gujarat,2026-10-28,Online
252,HDFC Scholars Program 252,HDFC Bank,Merit,School,89,200000,75000,Gujarat,2026-05-21,Online/Offline
253,LIC Scholars Program 253,LIC India,Merit,Postgraduate,66,800000,50000,Uttar Pradesh,2026-08-11,Online/Offline
254,Bharti Scholars Program 254,Bharti Foundation,Merit + Need,Undergraduate,83,200000,150000,Delhi,2026-08-02,Online
255,LIC Scholars Program 255,LIC India,Need-Based,PhD,54,800000,150000,Maharashtra,2026-11-05,Online
256,ONGC Scholars Program 256,ONGC Foundation,Need-Based,Postgraduate,51,800000,10000,Madhya Pradesh,2026-05-22,Online
257,ONGC Scholars Program 257,ONGC Foundation,Need-Based,Undergraduate,68,200000,75000,Uttar Pradesh,2026-07-01,Online
258,Bharti Scholars Program 258,Bharti Foundation,Category-Based,PhD,76,500000,50000,Delhi,2026-12-10,Online
259,Reliance Scholars Program 259,Reliance Foundation,Need-Based,PhD,51,800000,10000,Maharashtra,2026-11-16,Online/Offline
260,ONGC Scholars Program 260,ONGC Foundation,Category-Based,Undergraduate,58,500000,75000,Maharashtra,2026-08-04,Online
261,Bharti Scholars Program 261,Bharti Foundation,Merit + Need,Undergraduate,78,250000,200000,Maharashtra,2026-05-17,Online/Offline
262,Infosys Scholars Program 262,Infosys Foundation,Merit,PhD,82,250000,75000,Tamil Nadu,2026-12-19,Online/Offline
263,Tata Scholars Program 263,Tata Capital,Merit + Need,Postgraduate,54,500000,75000,Rajasthan,2026-12-01,Online/Offline
264,Sitaram Scholars Program 264,Sitaram Jindal Foundation,Category-Based,PhD,67,800000,10000,Tamil Nadu,2026-08-28,Online/Offline
265,Reliance Scholars Program 265,Reliance Foundation,Merit,School,54,800000,75000,Gujarat,2026-11-30,Online/Offline
266,Bharti Scholars Program 266,Bharti Foundation,Category-Based,PhD,82,300000,50000,Delhi,2026-07-30,Online/Offline
267,Infosys Scholars Program 267,Infosys Foundation,Category-Based,PhD,86,250000,25000,Gujarat,2026-09-01,Online/Offline
268,Tata Scholars Program 268,Tata Capital,Category-Based,School,52,800000,50000,Madhya Pradesh,2026-11-15,Online
269,Ministry Scholars Program 269,Ministry of Education,Category-Based,Postgraduate,80,500000,200000,Tamil Nadu,2026-05-13,Online
270,Infosys Scholars Program 270,Infosys Foundation,Merit + Need,Postgraduate,51,300000,150000,Madhya Pradesh,2026-11-13,Online/Offline
271,ONGC Scholars Program 271,ONGC Foundation,Merit,PhD,82,500000,50000,Tamil Nadu,2026-09-20,Online
272,Reliance Scholars Program 272,Reliance Foundation,Need-Based,School,57,250000,50000,Delhi,2026-08-30,Online
273,Aditya Scholars Program 273,Aditya Birla Group,Merit + Need,PhD,83,500000,25000,Delhi,2026-06-25,Online
274,Infosys Scholars Program 274,Infosys Foundation,Merit,School,50,500000,50000,Tamil Nadu,2026-05-16,Online/Offline
275,Sitaram Scholars Program 275,Sitaram Jindal Foundation,Need-Based,Undergraduate,62,800000,10000,Tamil Nadu,2026-11-15,Online/Offline
276,Ministry Scholars Program 276,Ministry of Education,Merit + Need,Undergraduate,82,500000,10000,Karnataka,2026-07-24,Online/Offline
277,LIC Scholars Program 277,LIC India,Merit + Need,Undergraduate,66,300000,100000,Karnataka,2026-08-16,Online/Offline
278,ONGC Scholars Program 278,ONGC Foundation,Merit + Need,School,66,500000,150000,Karnataka,2026-05-29,Online/Offline
279,LIC Scholars Program 279,LIC India,Need-Based,Undergraduate,51,800000,100000,Gujarat,2026-12-27,Online
280,LIC Scholars Program 280,LIC India,Merit,Undergraduate,62,250000,50000,Uttar Pradesh,2026-07-24,Online/Offline
281,Aditya Scholars Program 281,Aditya Birla Group,Merit,PhD,68,300000,150000,Tamil Nadu,2026-11-24,Online
282,Reliance Scholars Program 282,Reliance Foundation,Category-Based,Postgraduate,50,500000,10000,Karnataka,2026-12-12,Online/Offline
283,Infosys Scholars Program 283,Infosys Foundation,Merit + Need,School,67,250000,100000,Madhya Pradesh,2026-11-26,Online
284,HDFC Scholars Program 284,HDFC Bank,Need-Based,Undergraduate,83,500000,200000,Maharashtra,2026-07-26,Online
285,Ministry Scholars Program 285,Ministry of Education,Category-Based,Postgraduate,56,200000,150000,Rajasthan,2026-10-16,Online
286,ONGC Scholars Program 286,ONGC Foundation,Merit + Need,PhD,86,200000,75000,Uttar Pradesh,2026-08-14,Online/Offline
287,Aditya Scholars Program 287,Aditya Birla Group,Merit + Need,School,59,250000,25000,Gujarat,2026-08-21,Online/Offline
288,Ministry Scholars Program 288,Ministry of Education,Merit + Need,School,55,800000,100000,Gujarat,2026-12-04,Online
289,Tata Scholars Program 289,Tata Capital,Category-Based,Postgraduate,64,500000,10000,Delhi,2026-05-25,Online/Offline
290,ONGC Scholars Program 290,ONGC Foundation,Merit + Need,Undergraduate,51,250000,150000,Delhi,2026-05-11,Online/Offline
291,Tata Scholars Program 291,Tata Capital,Merit + Need,School,54,300000,25000,Karnataka,2026-08-11,Online
292,Ministry Scholars Program 292,Ministry of Education,Category-Based,Undergraduate,72,300000,75000,Rajasthan,2026-05-05,Online/Offline
293,LIC Scholars Program 293,LIC India,Merit,PhD,71,300000,150000,Delhi,2026-08-06,Online/Offline
294,HDFC Scholars Program 294,HDFC Bank,Need-Based,Postgraduate,72,800000,75000,Delhi,2026-09-22,Online
295,Reliance Scholars Program 295,Reliance Foundation,Category-Based,Postgraduate,78,800000,200000,Uttar Pradesh,2026-06-01,Online
296,Ministry Scholars Program 296,Ministry of Education,Category-Based,Postgraduate,71,800000,200000,Karnataka,2026-10-10,Online
297,Reliance Scholars Program 297,Reliance Foundation,Merit,Undergraduate,75,800000,25000,Karnataka,2026-08-03,Online
298,Reliance Scholars Program 298,Reliance Foundation,Merit,School,64,300000,25000,Karnataka,2026-09-11,Online/Offline
299,Infosys Scholars Program 299,Infosys Foundation,Category-Based,PhD,70,300000,75000,Uttar Pradesh,2026-12-11,Online/Offline
300,Reliance Scholars Program 300,Reliance Foundation,Merit + Need,Undergraduate,53,250000,200000,Delhi,2026-08-09,Online
301,Ministry Scholars Program 301,Ministry of Education,Merit,Undergraduate,84,300000,100000,Delhi,2026-12-30,Online
302,LIC Scholars Program 302,LIC India,Category-Based,School,72,500000,10000,Uttar Pradesh,2026-05-27,Online/Offline
303,Reliance Scholars Program 303,Reliance Foundation,Need-Based,Postgraduate,82,800000,100000,Delhi,2026-07-13,Online/Offline
304,Sitaram Scholars Program 304,Sitaram Jindal Foundation,Merit + Need,Undergraduate,67,250000,25000,Maharashtra,2026-08-13,Online/Offline
305,Aditya Scholars Program 305,Aditya Birla Group,Category-Based,Postgraduate,70,500000,50000,Tamil Nadu,2026-07-18,Online
306,Sitaram Scholars Program 306,Sitaram Jindal Foundation,Merit + Need,PhD,69,250000,25000,Tamil Nadu,2026-06-29,Online/Offline
307,Reliance Scholars Program 307,Reliance Foundation,Need-Based,PhD,88,500000,10000,Madhya Pradesh,2026-09-11,Online/Offline
308,ONGC Scholars Program 308,ONGC Foundation,Merit + Need,Undergraduate,55,250000,150000,Maharashtra,2026-08-24,Online
309,Ministry Scholars Program 309,Ministry of Education,Category-Based,School,71,500000,50000,Gujarat,2026-06-03,Online/Offline
310,LIC Scholars Program 310,LIC India,Category-Based,School,76,300000,10000,Tamil Nadu,2026-07-28,Online
311,ONGC Scholars Program 311,ONGC Foundation,Category-Based,PhD,73,500000,25000,Karnataka,2026-11-30,Online/Offline
312,ONGC Scholars Program 312,ONGC Foundation,Merit,School,74,300000,100000,Uttar Pradesh,2026-09-18,Online/Offline
313,Bharti Scholars Program 313,Bharti Foundation,Merit + Need,Undergraduate,55,250000,25000,Delhi,2026-08-09,Online/Offline
314,HDFC Scholars Program 314,HDFC Bank,Merit + Need,Undergraduate,85,300000,10000,Delhi,2026-07-25,Online
315,Bharti Scholars Program 315,Bharti Foundation,Category-Based,Undergraduate,67,200000,150000,Madhya Pradesh,2026-09-13,Online
316,Tata Scholars Program 316,Tata Capital,Merit + Need,PhD,79,800000,75000,Karnataka,2026-11-25,Online/Offline
317,Reliance Scholars Program 317,Reliance Foundation,Merit + Need,PhD,57,300000,100000,Karnataka,2026-08-02,Online/Offline
318,Sitaram Scholars Program 318,Sitaram Jindal Foundation,Merit + Need,School,85,800000,75000,Maharashtra,2026-05-25,Online
319,ONGC Scholars Program 319,ONGC Foundation,Merit,Postgraduate,66,300000,10000,Tamil Nadu,2026-09-09,Online/Offline
320,Reliance Scholars Program 320,Reliance Foundation,Merit + Need,School,89,200000,50000,Uttar Pradesh,2026-06-12,Online
321,LIC Scholars Program 321,LIC India,Category-Based,Postgraduate,52,200000,10000,Tamil Nadu,2026-11-30,Online
322,Infosys Scholars Program 322,Infosys Foundation,Merit,Postgraduate,73,800000,25000,Gujarat,2026-08-27,Online/Offline
323,Ministry Scholars Program 323,Ministry of Education,Merit,PhD,77,200000,50000,Madhya Pradesh,2026-10-26,Online/Offline
324,Bharti Scholars Program 324,Bharti Foundation,Merit + Need,PhD,69,200000,10000,Rajasthan,2026-07-08,Online/Offline
325,ONGC Scholars Program 325,ONGC Foundation,Merit,PhD,84,250000,100000,Gujarat,2026-08-24,Online/Offline
326,Sitaram Scholars Program 326,Sitaram Jindal Foundation,Merit + Need,Postgraduate,62,250000,150000,Gujarat,2026-12-05,Online/Offline
327,Sitaram Scholars Program 327,Sitaram Jindal Foundation,Category-Based,Postgraduate,67,200000,100000,Delhi,2026-09-25,Online/Offline
328,ONGC Scholars Program 328,ONGC Foundation,Merit + Need,Postgraduate,53,800000,50000,Uttar Pradesh,2026-12-19,Online/Offline
329,HDFC Scholars Program 329,HDFC Bank,Merit,Postgraduate,68,250000,100000,Rajasthan,2026-09-20,Online
330,Reliance Scholars Program 330,Reliance Foundation,Merit,Undergraduate,67,300000,150000,Uttar Pradesh,2026-06-19,Online/Offline
331,Infosys Scholars Program 331,Infosys Foundation,Merit + Need,Postgraduate,51,800000,200000,Karnataka,2026-08-29,Online/Offline
332,Reliance Scholars Program 332,Reliance Foundation,Merit + Need,School,83,300000,100000,Rajasthan,2026-11-12,Online
333,Sitaram Scholars Program 333,Sitaram Jindal Foundation,Need-Based,School,67,300000,150000,Tamil Nadu,2026-11-23,Online
334,Bharti Scholars Program 334,Bharti Foundation,Merit,School,83,300000,200000,Maharashtra,2026-07-20,Online/Offline
335,Tata Scholars Program 335,Tata Capital,Need-Based,School,67,500000,50000,Rajasthan,2026-10-28,Online/Offline
336,Infosys Scholars Program 336,Infosys Foundation,Merit + Need,PhD,54,250000,150000,Delhi,2026-11-13,Online/Offline
337,Reliance Scholars Program 337,Reliance Foundation,Category-Based,Undergraduate,89,500000,75000,Rajasthan,2026-06-02,Online/Offline
338,Bharti Scholars Program 338,Bharti Foundation,Merit,Postgraduate,74,500000,75000,Tamil Nadu,2026-11-28,Online
339,Bharti Scholars Program 339,Bharti Foundation,Category-Based,School,60,300000,10000,Madhya Pradesh,2026-09-12,Online
340,Tata Scholars Program 340,Tata Capital,Merit,PhD,81,200000,25000,Delhi,2026-05-31,Online
341,Tata Scholars Program 341,Tata Capital,Merit + Need,Postgraduate,84,800000,50000,Karnataka,2026-05-03,Online
342,Aditya Scholars Program 342,Aditya Birla Group,Need-Based,Postgraduate,86,800000,25000,Karnataka,2026-12-27,Online/Offline
343,Infosys Scholars Program 343,Infosys Foundation,Category-Based,Postgraduate,72,500000,75000,Madhya Pradesh,2026-06-14,Online/Offline
344,Bharti Scholars Program 344,Bharti Foundation,Merit,School,72,500000,100000,Karnataka,2026-06-09,Online/Offline
345,Ministry Scholars Program 345,Ministry of Education,Merit + Need,Undergraduate,78,800000,100000,Uttar Pradesh,2026-10-28,Online
346,LIC Scholars Program 346,LIC India,Category-Based,School,66,300000,10000,Delhi,2026-05-23,Online/Offline
347,Tata Scholars Program 347,Tata Capital,Merit,School,67,800000,75000,Maharashtra,2026-09-25,Online/Offline
348,Ministry Scholars Program 348,Ministry of Education,Category-Based,Undergraduate,66,800000,100000,Gujarat,2026-10-05,Online
349,Reliance Scholars Program 349,Reliance Foundation,Need-Based,Postgraduate,90,300000,150000,Maharashtra,2026-12-02,Online
350,LIC Scholars Program 350,LIC India,Need-Based,Postgraduate,71,200000,150000,Rajasthan,2026-07-17,Online/Offline
351,Aditya Scholars Program 351,Aditya Birla Group,Need-Based,Undergraduate,61,500000,75000,Gujarat,2026-06-19,Online/Offline
352,Sitaram Scholars Program 352,Sitaram Jindal Foundation,Category-Based,School,60,250000,200000,Karnataka,2026-11-09,Online
353,Ministry Scholars Program 353,Ministry of Education,Merit,PhD,73,800000,100000,Uttar Pradesh,2026-12-05,Online/Offline
354,Bharti Scholars Program 354,Bharti Foundation,Need-Based,PhD,66,800000,10000,Madhya Pradesh,2026-12-02,Online/Offline
355,Aditya Scholars Program 355,Aditya Birla Group,Merit,Postgraduate,59,200000,10000,Gujarat,2026-11-14,Online
356,ONGC Scholars Program 356,ONGC Foundation,Need-Based,PhD,53,800000,50000,Tamil Nadu,2026-10-06,Online/Offline
357,Reliance Scholars Program 357,Reliance Foundation,Merit,Postgraduate,73,500000,150000,Gujarat,2026-11-28,Online/Offline
358,Aditya Scholars Program 358,Aditya Birla Group,Merit + Need,Undergraduate,80,500000,50000,Gujarat,2026-09-12,Online
359,HDFC Scholars Program 359,HDFC Bank,Category-Based,School,73,300000,75000,Rajasthan,2026-06-20,Online
360,Sitaram Scholars Program 360,Sitaram Jindal Foundation,Need-Based,Postgraduate,54,200000,10000,Tamil Nadu,2026-06-07,Online
361,Bharti Scholars Program 361,Bharti Foundation,Merit,PhD,78,250000,25000,Gujarat,2026-07-30,Online
362,Tata Scholars Program 362,Tata Capital,Merit + Need,Undergraduate,56,250000,10000,Rajasthan,2026-11-02,Online
363,LIC Scholars Program 363,LIC India,Merit,PhD,57,250000,75000,Delhi,2026-08-13,Online/Offline
364,HDFC Scholars Program 364,HDFC Bank,Merit,Undergraduate,80,800000,150000,Uttar Pradesh,2026-05-13,Online/Offline
365,Reliance Scholars Program 365,Reliance Foundation,Need-Based,Postgraduate,73,800000,150000,Rajasthan,2026-05-26,Online
366,Tata Scholars Program 366,Tata Capital,Need-Based,School,83,200000,200000,Tamil Nadu,2026-10-30,Online/Offline
367,Reliance Scholars Program 367,Reliance Foundation,Merit,Undergraduate,65,500000,150000,Uttar Pradesh,2026-05-29,Online
368,Aditya Scholars Program 368,Aditya Birla Group,Category-Based,Postgraduate,75,200000,200000,Uttar Pradesh,2026-08-04,Online
369,HDFC Scholars Program 369,HDFC Bank,Need-Based,PhD,68,300000,200000,Karnataka,2026-11-01,Online/Offline
370,Infosys Scholars Program 370,Infosys Foundation,Merit,Undergraduate,76,250000,100000,Uttar Pradesh,2026-11-02,Online
371,Ministry Scholars Program 371,Ministry of Education,Merit + Need,Undergraduate,81,200000,25000,Madhya Pradesh,2026-05-20,Online/Offline
372,ONGC Scholars Program 372,ONGC Foundation,Merit + Need,School,68,300000,25000,Karnataka,2026-09-09,Online
373,Tata Scholars Program 373,Tata Capital,Merit,Undergraduate,73,800000,50000,Tamil Nadu,2026-07-09,Online/Offline
374,Ministry Scholars Program 374,Ministry of Education,Category-Based,Postgraduate,54,500000,50000,Maharashtra,2026-06-29,Online
375,LIC Scholars Program 375,LIC India,Category-Based,Undergraduate,68,500000,100000,Karnataka,2026-12-24,Online
376,Infosys Scholars Program 376,Infosys Foundation,Category-Based,Postgraduate,76,200000,100000,Uttar Pradesh,2026-10-30,Online/Offline
377,ONGC Scholars Program 377,ONGC Foundation,Merit,School,66,200000,50000,Karnataka,2026-11-22,Online/Offline
378,Tata Scholars Program 378,Tata Capital,Need-Based,Undergraduate,84,800000,25000,Uttar Pradesh,2026-12-25,Online/Offline
379,ONGC Scholars Program 379,ONGC Foundation,Need-Based,Undergraduate,57,200000,75000,Rajasthan,2026-07-03,Online
380,HDFC Scholars Program 380,HDFC Bank,Merit,Postgraduate,71,500000,25000,Rajasthan,2026-08-31,Online/Offline
